Object identifier,Divisions,Accession Number,Accession Description,Quantity,Type,Original Number,Other Numbers,Object Type,Materials,Display Date,Provenience,Verbatim Geography,Geographic Location,Political Location,Culture,Description,Curatorial Notes
8141,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Sheath,Wood; Botanical; Metal,,,Asia-Southeast Asia-Philippines--,,,,"One wooden scabbard with floral carvings at both ends, rigid plant material braid wrapped near the top, metal wire wrapped around the middle, and a coil of metal wire wrapped around at the end.",
8146,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass; Wood,,,Asia-Southeast Asia-Philippines--,,,,One large buyo box made of brass and lined with wood.,
8147,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One small rectangular buyo box (betel nut box?),
8149,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One hexagonal buyo box made of brass.,
8150,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,"One broken buyo box made of brass and carried in sash.  Note reads, ""this box was taken from the body of one of Panglina Hasan's chief at Seat Lake, Jolo Island, November 14, 1903.  Two bullets passed through this specimen.""",
8151,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One hexagonal buyo box made of brass.,
8154,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines-Lanao del Sur-,,Taraca District,,"One crescent-shaped buyo box made of brass, from Taraca District,1904.",
8155,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One buyo box made of brass.,
8156,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,Filipino,One brass buyo box with chain and bells.,
8157,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One buyo box made of brass.,
8158,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One semi-circular buyo box made of brass.,
8159,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One small buyo box made of brass with dried leaves inside.,
8160,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Box,Brass,,,Asia-Southeast Asia-Philippines--,,,,One buyo box made of brass.,
8161,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Rifle,Wood; Steel,,,Asia-Southeast Asia-Philippines--,,,,"Spanish mauser with bolt and firing pin missing. Printed on gun ""Mauser Espanol Modelo, 1893"" ""Manufactura Loewe Berlin"", Ma 162",
8162,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 2
Unit: ea
",Ethnographic,,,Spear,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear and scabbard. Captured in Faraca district? Used in fighting American soldiers. April 1-11, 1903 


A. spear, bamboo, metal, rattan, fiber 

spear made with long bamboo shaft. The upper section of the shaft is enclosed by a metal tube with 3 raised sections of bonds. This probably serves as a ferrule? A few other sections of the shaft near this are wrapped with rattan bands and a fiber cord. A metal wire wraps around the shaft in a few places and runs the length of the shaft near the top, winding around itself in sections. Attached to that end is a metal head with a thick base and an elongated triangular shaped blade that tapers to a point. The metal head has been coated in something thatmakes it glossy.  


B. sheath, wood, rattan. Measures: 41 by 7 by 4 

sheath fits over blade. Made of 2 pieces of dark colored light weight wood cut so they form identical halves that form a sheath when fitted together. At the end, the wood flares out forming a bulbous tip. The sheath is held together by 2 bands of woven rattan.",
8163,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Spear,Bamboo; Rattan; Metal,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear and scabbard 


Spear made of long bamboo (or other segmented wood) shaft, narrower at proximal end and thicker at distal (point) end.  A small section of woven rattan is wrapped around the shaft a few cm from a metal ferrule right before the point.  The ferrule has two decorated bands.  The ferrule and point are made of two different types of metal.  The point is narrow at the base where it attaches and then broadens out, tapering slightly to a point.  The point is large, sharp on both sides, and is thick at the midline, thinning out toward the sides.",scabbard is missing.  1/2008
8164,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Spear,Bamboo; Rattan; Metal; Fiber,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear and scabbard.  Captured in Tarara (Jarara?) District, used in fighting American soldiers April 1-11, 1903. 


Spear with long bamboo (or other wood that grows in segments) shaft.  A section near the head is wrapped in woven rattan, probably the secure the haft point.  A few strips of twisted fiber are also wrapped around the shaft here.  The metal blade is attached at this end and is shaped like a long narrow triangle with a sharp point.","scabbard missing, only spear found 1/2008"
8165,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 2
Unit: ea
",Ethnographic,,,Spear,Wood; Rattan; Metal,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear and scabbard. Captured in Taraca District? On or about April 5, 1904 


A. spear of wood, rattan and metal 

spear of long wood shaft. At the head end the spear has a short sections wrapped with woven rattan. Above that is a metal ferrle? And an attached crossguard. The blade is attached beyond this. It has a thick base and scalloped edges that narrow toward the rounded tip. Blade has been coated with unknown substance.  


B. sheath of wood and rattan. Made of 2 pieces of light weight wood cut so they form identical havles that fit together to form a sheath. At the end the wood flares out forming a bulbous tip. The shaft is held together by 2 small sections of woven rattan and 1 larger section of banded rattan. Measures 41 by 7 by 4",
8166,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 2
Unit: ea
",Ethnographic,,,Spear,Wood,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear and scabbard.  

A. wood, metal. Long wooden shaft. A section of the shaft near the point is covered over with metal that has two decorative bands. A second, smaller section of metal goes around the shaft at the very end, perhaps serving as a ferrule to strenghten the connection between shaft and blade. The blade, point has a shaft base that widens in to the blade prop? The blade tapers to a point, is sharp on both sides and has a raised midline.  


B. sheath. Wood, rattan. Sheath made of 2 identical carved halves that come together to form a complete item. Sharpened like the blade of A. with one end open. The other is closed and rounded off. 3 strips of interwoven rattan hold the 2 parts of wood together near the open end. Lightweight wood. Measures 42 by 7 by 4.",
8170,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Hair/Fur; Rattan,,,Asia-Southeast Asia-Philippines--,,,,"Shield shaped in a long, narrow hexagon with the short edges slightly concave. Both sides are painted with black, white and red patterns.   


Most of the front is covered in sections of black hair (uncertain if animal or human). On both sides there are three cross-pieces made of rattan near each end. There is a carved wooden handle on the back",
8171,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Hair/Fur; Rattan,,,Asia-Southeast Asia-Philippines--,,,,"1 large shield with hair.  Similar to 8170. 


Shield shaped in long, narrow hexagon with the short edges slightly concave.  Both sides are painted with black, red, and white abstract designs.  Most of the front is covered  in sections of black hair (uncertain if animal or human).  Near the ends of the long side of the hexagon, there are 2 cross pieces made of rattan -- both ends, both sides  the back also has a carved wooden handle.",
8172,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Hair/Fur; Rattan; Fiber,,,Asia-Southeast Asia-Philippines--,,,Filipino,"Shield shaped in a long, narrow hexagon with the short edges slightly concave. Both sides are painted with black, white and red patterns. The black patterns are floral/ abstract. The front has fanged faces and possibly other patterns obscured by hair. 

Most of the front is covered in sections of black hair (uncertain if animal or human). Near the ends of the long sides of the hexagon, there are cross-pieces made of rattan- both ends, both sides. 

The back also has a carved wooden handle. There is also a section of fiber cord attached to the rattan on one end of the back.",
8173,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood,,,Asia-Southeast Asia-Philippines-Lanao del Sur-,,Taraca District,Filipino,"A tag with the item reads: ""Shield, captured at the down fall of the sultan of Taraca District, April 10, 1904"" 


Small wooden shield, in a general rectangular shape, but with scalloped and rounded edges.  There is also a raised circular area in the center.  The shield has carved out designs along the edges and down the middle have been pained black in the area left uncarved and white in the carved out areas, creating depth and contrast.  Along the side edges, small tufts of yellow cotton are attached, forming fringe.  The backside has a carved wooden handle.  There is also one partial crosspice on the back -- the other part and a second crosspiece are missing.  There is also a small wooden protrusion along the bottom edge.",
8174,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Metal; Cotton,,,Asia-Southeast Asia-Philippines--,,,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges. There is also a raised circular area in the center. The shield has carved out geometric and abstract designs along the edges and down the middle that have been painted black in all the areas left uncarved and white in the carved out areas, creating depth and contrast. Along the side and bottom edges and in the middle of the raised circle, small tufts of red and yellow cotton string are attached, forming a fringe. The back has a carved wooden handle and one wooden cross-piece attached with metal nails. 

There is one loose cross-piece on the front and one missing front cross-piece.",
8175,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Cotton,,,Asia-Southeast Asia-Philippines--,,,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges.  There is also a raised circular area in the center.  The shield has carved out designs along the edges and down the middle that have been painted black in the areas left uncarved and white in the carved out areas, creating depth and contrast.  Along the side edges, small tufts of yellow and red cotton thread are attached, forming fringe.  The backside has a carved wooden handle.  There is also one partial crosspiece on the back -- the other part and a second crosspiece are missing.  There is also a small wood protrusion along the bottom edge.","a tag is attached to the item, but broken so no extra information can be gathered."
8176,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Shield,Wood; Metal; Cotton,,,Asia-Southeast Asia-Philippines-Lanao del Sur-,,Malabang,Filipino,"Small wooden shield in a general rectangular shape but with scalloped and rounded edges. There is also a raised circular area in the center. The shield has carved out geometric and abstract designs along the edges and down the middle that have been painted black in all the areas left uncarved and white in the carved out areas, creating depth and contrast. Along the side and bottom edges and in the middle of the raised circle, small tufts of red and yellow cotton string are attached, forming a fringe. The back has a carved wooden handle and one wooden cross-piece attached with metal nails.",
8178,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 2
Unit: ea
",Ethnographic,,,Spear,Bamboo,,,Asia-Southeast Asia-Philippines--,,,,"1 fighting spear. Used by small boy in fighting. Captured near Camp Vicars. April 4, 1904.  

A. spear. Bamboo, metal, rattan. 

Spear shaft made with long bamboo or other segmented wood. The upper section of the shaft is wrapped  with woven rattan. Attached to that end is a small metal head with a thicker base and a elongated triangluar shaped black that tapers to a point. Metal has been coated with something that makes it glossy. 


B. Sheath. Wood, rattan.  

Sheath for A, fits over blade of A but is a bit longer. Made of 2 pieces of light weight wood cut so they form identical halves thatmake a sheath when fitted together. Held together by 4 bands of worn rattan to small wooden something.  Measures 33 X 6 X 4.",
8179,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Spear,Wood; Rattan; Metal; Unknown; Fiber,,,Asia-Southeast Asia-Philippines-Cotabato-,,Cottohatto,Moro,"1 hunting spear. 


Spear with a thick wooden (bamboo?) two part shaft, wooden foresahft, and metal point.  The shaft is made of two pieces of wood, joined together by braided fiber rope and an unknown adhesive.  This rope extends, becomes a thick braid, winds around the shaft multiple times, and eventually secures the haft point between the metal point and the foreshaft, serving as lashing.  The end of the shaft into which the foreshaft inserts is wrapped with two strips of woven rattan.  The foreshaft tapers to a point at the proximal end which inserts into the shaft -- the two parts detach.  As mentioned, the join between the foreshaft and point is lashed with thick fiber robe.  The point has a four sided shaft/tang that becomes a large, triangular head with extending barbs at the base.","card indicates that the handle was cut off on account of packing, but it appears to be intact."
8180,Ethnology & Material Culture,"Accession Number: 278
",Accession #278 Purchase 04/20/1926 (278),"Quantity: 1
Unit: ea
",Ethnographic,,,Spear,Bamboo; Wood; Metal; Fiber,,,Asia-Southeast Asia-Philippines--,,,,"One hunting spear, captured from the wild mountain tribes near Gata Island on or about December 14, 1904. 


One spear with long bamboo (or other wood that grows in segments) shaft.  Shaft is slightly bent at bottom end; has hollow opening at point end.  The point and shaft are attached with several lengths of twisted fiber cord and braided fiber cord that is lashed on with more fiber.  At the point, this lashing also serves to connect the tang of the metal point to an oblong wood foreshaft which inserts into the opening of the bamboo shaft.  The point is triangular with a long sharp tip and with two barbs extending down and out from the base.  The metal has been coated with some substance that makes it glossy.",
8191,Ethnology & Material Culture,"Accession Number: 784
",Accession #784 Purchase 12/07/28 (784),"Quantity: 1
Unit: ea
",Ethnographic,,,Bow,Wood,,,Asia-Southeast Asia-Philippines--,Luzon,,Filipino,"One bow made from a single piece of wood.  The bow is curved and tapers at the ends, which are carved down slightly, probably to allow a bowstring to attach.",
